"Acad Plan"	"Dept Descrshort"	"Dept Descrformal"	"Acad Plan Effdt"	"Acad Plan Percent Owned"	"Acad Plan Descr"
"CHEMABLSA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BA"
"CHEMBSLSA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BS"
"CHEMAB"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BA"
"CHEMABPP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BA"
"CHEMBBA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BBA"
"CHEMBDA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BDA"
"CHEMBFA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BFA"
"CHEMBFAM"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BA"
"CHEMBMA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BMusA"
"CHEMBMU"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BMus"
"CHEMBNU"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BS"
"CHEMBS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BS"
"CHEMBSAUP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BS"
"CHEMBSDH"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BS"
"CHEMBSEAER"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE Aero"
"CHEMBSEAOS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE AOSS"
"CHEMBSEBE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE Bio E"
"CHEMBSECE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE Civ & Env"
"CHEMBSECIV"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE Civ E"
"CHEMBSECOM"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE Comp E"
"CHEMBSECS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE Comp S"
"CHEMBSEELE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE Elec E"
"CHEMBSEEP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE E Phy"
"CHEMBSEESS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE ESS"
"CHEMBSEIOP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE Ind Op"
"CHEMBSEMAT"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE MatSc & E"
"CHEMBSEMEC"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE Mech E"
"CHEMBSENAV"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE NAME"
"CHEMBSENER"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE Nuc E"
"CHEMBSENG"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BS Eng"
"CHEMBSMUS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BS"
"CHEMBTA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BTA"
"CHPHBSLSA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BS"
"CHPHABLSA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BA"
"CHPHAB"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BA"
"CHPHABPP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BA"
"CHPHBBA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BBA"
"CHPHBDA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BDA"
"CHPHBFA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BFA"
"CHPHBFAM"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BFA"
"CHPHBMA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BMusA"
"CHPHBMU"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BMus"
"CHPHBNU"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BS"
"CHPHBS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BS"
"CHPHBSAUP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BS"
"CHPHBSDH"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BS"
"CHPHBSEAER"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE Aero"
"4610BFA6"	"Music"	"School of Music, Theatre and Dance"	"1901/01/01 00:00:00"	"100"	"Jazz Studies BFA"
"CHPHBSEAOS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE AOSS"
"CHPHBSEBE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE Bio E"
"CHPHBSECE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Phys BSE Civ & Env"
"CHPHBSECIV"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE Civ E"
"CHPHBSECOM"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE Comp E"
"CHPHBSECS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE Comp S"
"CHPHBSEELE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE Elec E"
"CHPHBSEEP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE E Phy"
"CHPHBSEESS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE ESS"
"CHPHBSEIOP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE Ind Op"
"CHPHBSEMAT"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE Mat Sc"
"CHPHBSEMEC"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE Mech E"
"CHPHBSENAV"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE NAME"
"CHPHBSENER"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Physics BSE Nuc E"
"CHPHBSENG"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BS Eng"
"CHPHBSMUS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BS"
"CHPHBTA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Physics BTA"
"6770BMU32"	"Music"	"School of Music, Theatre and Dance"	"1901/01/01 00:00:00"	"100"	"Performance BMus"
"3030BSCLSA"	"ELandL"	"English Language & Literature Dept"	"1901/01/01 00:00:00"	"100"	"English BSChem"
"8920CGR"	"SE Asian S"	"South East Asian Studies"	"1901/01/01 00:00:00"	"100"	"Southeast Asian Studies CGR"
"0370CGR"	"Ctr Chines"	"Center For Chinese Studies"	"1901/01/01 00:00:00"	"100"	"Asian Studies: China CGR"
"PCHEMABLSA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BA"
"PCHEMBSLSA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BS"
"PCHEMBDA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BDA"
"PCHEMBFAM"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BFA"
"PCHEMBMA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BMusA"
"PCHEMBMU"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BMus"
"PCHEMBSMUS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BS"
"PCHEMBTA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BTA"
"PCHEMBFA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BFA"
"PCHEMAUP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BS"
"PCHEMBBA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BBA"
"PCHEMBSDH"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BS"
"PCHEMBNU"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BNU"
"PCHEMABPP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BA"
"PCHEMAB"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BA"
"PCHEMBS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chemistry BS"
"PCHEMBSENG"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chemistry GS Eng"
"PCHEMBSEBE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem  BSE Bio E"
"PCHEMBSECE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem BSE Civ&Env"
"PCHEBSECIV"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem BSE Civ E"
"PCHEBSECOM"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem BSE Comp E"
"PCHEMBSECS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Polymer Chem BSE Comp S"
"PCHEMBSEEP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem BSE E Phy"
"PCHEBSEESS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem BSE ESS"
"PCHEBSEELE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem BSE Elec E"
"PCHEBSEIOP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem BSE Ind Op"
"PCHEBSEMAT"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-PolymerChemBSE MatSci &E"
"PCHEBSEMEC"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem BSE Mech E"
"PCHEBSENAV"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem BSE NAME"
"PCHEBSENER"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem BSE Nuc E"
"PCHEBSEAER"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem BSE Aero"
"PCHEBSEAOS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor-Polymer Chem BSE AOSS"
"CHMSABLSA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Meas Sci BA"
"CHMSBSLSA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Meas Sci BS"
"CHMSBFA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Meas Sci BFA"
"8210ABLSA"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Romance Lang & Literatures BA"
"8210BSLSA"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Romance Lang & Literatures BS"
"CHMSBSAUP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemical Meas Sci BS"
"CHMSBBA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BBA"
"CHMS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BS"
"CHMSBNU"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BS"
"CHMSABPP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BA"
"CHMSAB"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BA"
"CHMSBS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BS"
"CHMSBDA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BDA"
"CHMSBFAM"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BA"
"CHMSBMA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BMusA"
"CHMSBMU"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BMus"
"CHMSBSMUS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BS"
"CHMSBTA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BTA"
"CHMSBSEAER"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE Aero"
"CHMSBSEAOS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE AOSS"
"CHMSBSEBE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE BioE"
"CHMSBSECE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE C&E"
"CHMSBSECIV"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE CivE"
"CHMSBSECOM"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE CompE"
"CHMSBSECS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE CompS"
"CHMSBSEELE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE ElecE"
"CHMSBSEEP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE E Phy"
"CHMSBSEESS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE ESS"
"CHMSBSEIOP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE IndOp"
"CHMSBSEMAT"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem MeasSci BSE MatS&E"
"CHMSBSEMEC"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE MechE"
"CHMSBSENAV"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE NAME"
"CHMSBSENER"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BSE Nuc E"
"CHMSBSENG"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chem Meas Sci BS Eng"
"BCHEABLSA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BA"
"BCHEBSLSA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BS"
"BCHEBSAUP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BS"
"BCHEBFA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BFA"
"BCHEBBA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BBA"
"BCHEBSDH"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BS"
"BCHEBNU"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BS"
"BCHEABPP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BA"
"BCHEAB"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BA"
"BCHEBS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BS"
"BCHEBDA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BDA"
"BCHBFAM"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BA"
"BCHEBMA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BMusA"
"BCHEBMU"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BMus"
"BCHEBSMUS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BS"
"BCHEBTA"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BTA"
"BCHEBSEAER"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE Aero"
"BCHEBSEAOS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE AOSS"
"BCHEBSEBE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE Bio E"
"BCHEBSECE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE C & E"
"BCHEBSECIV"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE Civ E"
"BCHEBSECOM"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE Comp E"
"BCHEBSECS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE Comp S"
"BCHEBSEELE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE Elec E"
"BCHEBSEEP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE E Phy"
"BCHEBSEESS"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE ESS"
"BCHEBSEIOP"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE Ind Op"
"BCHEBSEMAT"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochem BSE MatSc&E"
"BCHEBSEMEC"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE Mech E"
"BCHEBSENAV"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE NAME"
"BCHEBSENER"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BSE Nuc E"
"BCHEBSENG"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BS Eng"
"BCHEBFAM"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biochemistry BFA"
"HLABSLSA"	"Honors Pro"	"Honors Program"	"1901/01/01 00:00:00"	"100"	"Honors in the Liberal Arts"
"HLABSCLSA"	"Honors Pro"	"Honors Program"	"1901/01/01 00:00:00"	"100"	"Honors in the Liberal Arts"
"MDESAER"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE Aero"
"MDESAOSS"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE AOSS"
"MDESBE"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE Bio E"
"MDESCE"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE C & E"
"MDESCHE"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE ChemE"
"MDESCIV"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE Civ E"
"MDESCOM"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE CompE"
"MDESCS"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE CompS"
"MDESELE"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE ElecE"
"MDESEP"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE E Phy"
"MDESIOP"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE IndOp"
"MDESMAT"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE Mat S"
"MDESMEC"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE MechE"
"MDESNAV"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE NAME"
"MDESNER"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE Nuc E"
"MDESENG"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BS Eng"
"MDESESS"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Minor -Multidisc Des BSE ESS"
"6770BMA7"	"Music"	"School of Music, Theatre and Dance"	"1901/01/01 00:00:00"	"100"	"Performance BMusA"
"4110BSCLSA"	"History Of"	"History Of Art Department"	"1901/01/01 00:00:00"	"100"	"History of Art BSChem"
"HARTBSCLSA"	"History Of"	"History Of Art Department"	"1901/01/01 00:00:00"	"100"	"Minor -History of Art BSChem"
"0640"	"ART"	"School Of Art And Design"	"1901/01/01 00:00:00"	"100"	"Art"
"1980"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Construction Eng & Mgt GD NonD"
"19801"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Construction Eng & Mgt GD NonD"
"3420"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Financial Engineering"
"7910"	"ENGIN"	"College Of Engineering"	"1901/01/02 00:00:00"	"100"	"Public Works Admin."
"1850"	"ENGIN"	"College Of Engineering"	"2007/06/06 00:00:00"	"100"	"Computer Aided Design"
"9930"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Engineering Unclassified"
"94612"	"ENGIN"	"College Of Engineering"	"1901/01/01 00:00:00"	"100"	"Visiting Student"
"GAHAB"	"Women's St"	"Women's Studies Department"	"1901/01/01 00:00:00"	"100"	"Minor -Gender & Health BA"
"GAHBS"	"Women's St"	"Women's Studies Department"	"1901/01/01 00:00:00"	"100"	"Minor -Gender & Health BS"
"CHEMBSECHE"	"Chemistry"	"Chemistry Department"	"1901/01/01 00:00:00"	"100"	"Minor -Chemistry BSE Chem E"
